ID,Start date,End date,Comment,Country,Department,Seniority,Age,Contract type,Contract status,Cost center,HC
15409,7/1/2019,,,India,Engineering,7/1/2019,23,Open ended,Employed,1329SE,1
15444,8/19/2019,,,Russia,Engineering,8/19/2019,35,Open ended,Employed,1322SE,1
15660,10/12/2020,,October joiner,Russia,G&A / People Office,10/12/2020,,Open ended,Employed,1080SE,1
13771,5/25/2015,,,Romania,Engineering,5/25/2015,29,Open ended,Employed,1321SE,1
15634,9/22/2020,,,United Kingdom,Product Strategy,9/22/2020,34,Open ended,Employed,1166SE,1
14385,4/9/2003,,,Hong Kong,Global Markets APAC,4/9/2003,44,Open ended,Employed,4330HK,1
15425,7/10/2019,,,India,G&A / Business Processes,7/10/2019,25,Open ended,Employed,1013SE,1
15154,7/2/2018,,,India,Engineering,7/2/2018,24,Open ended,Employed,1329SE,1
14682,3/19/2018,3/3/2020,,Romania,G&A / Finance Office,3/19/2018,26,Open ended,Left,1060SE,0
13738,11/11/2013,,,Romania,Engineering,11/11/2013,30,Open ended,Employed,1321SE,1
14688,1/2/2019,4/30/2020,,United Kingdom,Customer Success,1/2/2019,30,Open ended,Left,1500GB,0
14860,7/24/2017,,,United Kingdom,Professional Services,7/24/2017,28,Open ended,Employed,1023GB,1
15229,10/1/2018,,,United Kingdom,Customer Success,10/1/2018,28,Open ended,Employed,1500GB,1
14791,5/13/2015,,,United Kingdom,Professional Services,5/13/2015,33,Open ended,Employed,1023GB,1
15648,8/18/2020,,,United Kingdom,Product Strategy,8/18/2020,,Freelancer contract,Employed,1166SE,0
14789,12/19/2016,,,United Kingdom,Professional Services,12/19/2016,48,Open ended,Employed,1023GB,1
15031,11/1/2008,,,United Kingdom,Professional Services,11/1/2008,41,Open ended,Employed,1023GB,1
14894,3/6/2017,,,United Kingdom,Customer Success,3/6/2017,50,Open ended,Employed,1500GB,1
15407,7/1/2019,,,United Kingdom,Professional Services,7/1/2019,45,Open ended,Employed,1023GB,1
13851,6/17/2010,,,United Kingdom,Global Markets EMEA,6/17/2010,35,Open ended,Employed,2330GB,1
14857,6/20/2011,,,United Kingdom,Customer Success,6/20/2011,57,Open ended,Employed,1500GB,1
14534,4/3/2017,,,France,Customer Success,4/3/2017,35,Open ended,Employed,1500GB,1
14775,9/3/2007,,,United Kingdom,Global Markets EMEA,9/3/2007,42,Open ended,Employed,2300GB,1
14926,4/22/2013,,,United Kingdom,Product Strategy,11/28/2011,38,Open ended,Employed,1166SE,1
15144,9/11/2011,,,United Kingdom,Global Markets EMEA,9/11/2011,41,Open ended,Employed,2300GB,1
14932,10/1/2018,,,United Kingdom,Engineering,12/1/2015,30,Open ended,Employed,1322SE,1
15644,8/3/2020,,,India,Engineering,8/3/2020,23,Open ended,Employed,1330SE,1
14999,12/5/2016,12/11/2020,,United Kingdom,Customer Success,12/5/2016,54,Open ended,Employed,1500GB,1
15044,1/1/2014,11/29/2020,,United Kingdom,Customer Success,1/1/2014,29,Open ended,Employed,1500GB,1
14003,6/13/2011,,,United Kingdom,Professional Services,6/13/2011,34,Open ended,Employed,1023GB,1
14315,11/8/2010,,,United Kingdom,Professional Services,11/8/2010,36,Open ended,Employed,1023GB,1
15052,6/15/2015,,,United Kingdom,Global Markets EMEA,6/15/2015,29,Open ended,Employed,2330GB,1
13667,1/2/2008,,,United Kingdom,Global Markets EMEA,1/2/2008,39,Open ended,Employed,2330GB,1
15438,8/19/2019,,,Russia,Engineering,8/19/2019,35,Open ended,Employed,1322SE,1
13872,12/1/2003,,,France,Product Strategy,12/1/2003,40,Open ended,Employed,1166SE,1
15531,9/23/2020,,,Romania,Customer Success,3/23/2020,32,Open ended,Employed,1500GB,1
14197,2/2/2015,,,France,Product Strategy,2/2/2015,36,Open ended,Employed,1166SE,1
14986,10/1/2015,,,Russia,Engineering,10/1/2015,34,Open ended,Employed,1322SE,1
13832,8/10/2011,,,Japan,Global Markets APAC,8/10/2011,44,Open ended,Employed,1023HK,1
15415,7/22/2019,,,Romania,Engineering,7/22/2019,24,Open ended,Employed,1321SE,1
13882,6/19/2012,,,Brazil,Customer Success,6/19/2012,43,Open ended,Employed,1500US,1
15085,10/4/2016,4/23/2020,,Australia,Customer Success,10/4/2016,36,Open ended,Left,1500HK,0
14808,2/11/2013,,,Russia,Engineering,2/11/2013,32,Open ended,Employed,1322SE,1
15519,2/3/2020,,,Romania,G&A / Business Processes,2/3/2020,37,Open ended,Employed,1013SE,1
15103,4/17/2017,3/5/2020,,India,G&A / Business Processes,4/17/2017,31,Open ended,Left,1013SE,0
14573,10/2/2017,,,Romania,Engineering,10/2/2017,24,Open ended,Employed,1321SE,1
14670,3/8/2018,,,Hong Kong,Product Strategy,3/8/2018,33,Open ended,Employed,1166SE,1
15433,3/1/2020,,,Russia,Engineering,7/29/2019,21,Open ended,Employed,1322SE,1
15651,8/31/2020,,,India,Infrastructure Services,8/31/2020,26,Open ended,Employed,1180SE,1
15432,3/1/2020,,,Russia,Engineering,7/29/2019,21,Open ended,Employed,1322SE,1
14606,8/14/2017,,,Philippines,Engineering,8/14/2017,36,Open ended,Employed,1327SE,1
14662,1/22/2018,,,France,Professional Services,1/22/2018,38,Open ended,Employed,1023GB,1
13611,1/3/2012,,,Romania,Professional Services,1/3/2012,39,Open ended,Employed,1015SE,1
14820,7/1/2019,,,United Kingdom,Professional Services,2/20/2017,27,Open ended,Employed,1023GB,1
15019,8/23/2010,,,United States,Global Markets AMERICAS,8/23/2010,35,Open ended,Employed,3020US,1
15344,4/17/2019,,,Hong Kong,Engineering,4/17/2019,26,Open ended,Employed,1323SE,1
15227,1/14/2019,,,France,Global Markets EMEA,1/14/2019,47,Open ended,Employed,2300GB,1
15311,2/1/2019,12/31/2021,,United Kingdom,Customer Success,2/1/2019,23,VIE,Employed,1500GB,0
15431,8/12/2019,,,Brazil,Customer Success,8/12/2019,37,Open ended,Employed,1500US,1
15347,4/17/2019,,,France,Engineering,4/17/2019,29,Open ended,Employed,1323SE,1
14878,2/21/2011,,,Hong Kong,Engineering,2/21/2011,32,Open ended,Employed,1322SE,1
14340,9/1/2016,,,Hong Kong,Infrastructure Services,9/1/2016,42,Open ended,Employed,1220SE,1
14678,4/16/2018,,,Philippines,Infrastructure Services,4/16/2018,34,Open ended,Employed,1220SE,1
13938,6/13/2016,,,Hong Kong,Engineering,6/13/2016,42,Open ended,Employed,1327SE,1
14279,6/20/2016,,,Hong Kong,Engineering,6/20/2016,32,Open ended,Employed,1327SE,1
14091,6/22/2015,,,Hong Kong,Engineering,6/22/2015,34,Open ended,Employed,1323SE,1
14080,9/26/2007,,,Hong Kong,Global Markets APAC,9/26/2007,37,Open ended,Employed,1022HK,1
14761,3/15/2004,,,Hong Kong,Engineering,3/15/2004,41,Open ended,Employed,1328SE,1
14811,3/5/2019,,,Hong Kong,Engineering,6/30/2014,32,Open ended,Employed,1328SE,1
15401,8/8/2019,3/31/2020,,Sweden,G&A / Finance Office,8/8/2019,,Freelancer contract,Left,1060SE,0
15640,8/24/2020,,,United Kingdom,G&A / Legal Office,8/24/2020,28,Open ended,Employed,1110SE,1
15631,8/3/2020,,,Russia,Customer Success,8/3/2020,26,Open ended,Employed,1500US,1
13869,11/3/2011,,,Romania,G&A / People Office,11/3/2011,56,Open ended,Employed,1140SE,1
15424,7/15/2019,2/24/2020,,United States,Customer Success,7/15/2019,47,Open ended,Left,1500US,0
14754,2/15/2016,,,Russia,Engineering,2/15/2016,38,Open ended,Employed,1322SE,1
15558,6/1/2020,,,Hong Kong,Professional Services,6/1/2020,31,Open ended,Employed,1023HK,1
14977,7/4/2016,,,India,Engineering,7/4/2016,25,Open ended,Employed,1330SE,1
15349,4/15/2019,,,Russia,Engineering,4/15/2019,25,Open ended,Employed,1322SE,1
14982,10/2/2017,1/31/2020,,Sweden,Engineering,10/2/2017,47,Open ended,Left,,0
15448,8/26/2019,,,Russia,G&A / People Office,8/26/2019,24,Open ended,Employed,1080SE,1
14763,8/15/2016,2/29/2020,,Sweden,Engineering,8/15/2016,50,Open ended,Left,,0
14760,2/24/2010,,,Sweden,Engineering,2/24/2010,32,Open ended,Employed,1322SE,1
13732,11/2/2015,,,United States,Customer Success,11/2/2015,40,Open ended,Employed,1500US,1
14533,9/1/2019,,,Romania,Engineering,4/24/2017,30,Open ended,Employed,1321SE,1
14915,9/1/2019,,,India,Professional Services,5/24/2010,33,Open ended,Employed,1015SE,1
13663,9/15/2013,8/31/2020,,Hong Kong,G&A / Legal Office,9/15/2013,51,Open ended,Left,1110SE,0
15468,11/4/2019,,,Philippines,Product Strategy,11/4/2019,37,Open ended,Employed,1166SE,1
15312,3/4/2019,,,France,G&A / People Office,3/4/2019,28,Open ended,Employed,1140SE,1
15451,9/2/2019,,,Hong Kong,Engineering,9/2/2019,30,Open ended,Employed,1327SE,1
15597,9/1/2020,,,France,G&A / Business Processes,9/1/2020,35,Open ended,Employed,1013SE,1
15632,8/13/2020,,,Russia,Customer Success,8/13/2020,,Open ended,Employed,1500GB,1
15408,7/1/2019,12/30/2020,,India,Engineering,7/1/2019,23,Open ended,Employed,1325SE,1
14903,10/16/2015,,,United States,Product Strategy,10/16/2015,47,Open ended,Employed,1166SE,1
13815,4/14/2008,,,France,Engineering,4/14/2008,47,Open ended,Employed,1321SE,1
15669,10/12/2020,,October joiner,India,G&A / People Office,10/12/2020,36,Open ended,Employed,1080SE,1
14633,10/16/2017,,,France,Professional Services,10/16/2017,33,Open ended,Employed,1023GB,1
15257,8/13/2019,2/29/2020,,Sweden,G&A / Business Processes,8/13/2019,36,Open ended,Left,1013SE,0
15449,9/2/2019,,,Russia,Customer Success,9/2/2019,30,Open ended,Employed,1500GB,1
15121,3/8/2011,,,Sweden,G&A / Finance Office,3/8/2011,43,Open ended,Employed,1060SE,1
15653,9/7/2020,,,India,Professional Services,9/7/2020,22,Open ended,Employed,1015SE,1
14920,7/1/2015,,,India,Professional Services,7/1/2015,27,Open ended,Employed,1015SE,1
13644,12/1/2007,,,Philippines,Infrastructure Services,12/1/2007,37,Open ended,Employed,1220SE,1
14952,1/17/1994,2/28/2021,NRI August 2020,Sweden,Engineering,1/17/1994,57,Open ended,Employed,1270SE,0
15649,8/24/2020,,,United States,Professional Services,8/24/2020,24,Open ended,Employed,1023US,1
14658,10/1/2020,,International Mobility October,Singapore,Global Markets APAC,1/3/2018,32,Open ended,Employed,4300HK,1
15428,9/16/2019,,,France,Engineering,9/16/2019,29,Open ended,Employed,1323SE,1
15579,6/1/2020,,,United Kingdom,Professional Services,6/1/2020,45,Open ended,Employed,1023GB,1
14553,5/29/2017,,,Romania,G&A / Finance Office,5/29/2017,30,Open ended,Employed,1060SE,1
15252,12/19/2018,,,Romania,Engineering,12/19/2018,32,Open ended,Employed,1321SE,1
14591,6/23/2017,10/15/2020,October Leaver,Brazil,Global Markets AMERICAS,6/23/2017,28,Open ended,Left,3020US,0
15452,9/16/2019,,,United States,Global Markets AMERICAS,9/16/2019,42,Open ended,Employed,3030US,1
15418,9/2/2019,4/10/2020,,Hong Kong,Marketing & Communications,9/2/2019,24,VIE,Left,1100SE,0
14738,10/15/2001,2/28/2020,,United Kingdom,Infrastructure Services,10/15/2001,48,Open ended,Left,1220SE,0
15459,9/23/2019,,,United States,Professional Services,9/23/2019,47,Open ended,Employed,1023US,1
15328,4/1/2019,3/3/2020,,Romania,G&A / People Office,4/1/2019,25,Intern,Left,1080SE,0
13614,5/12/1997,,,United States,Infrastructure Services,5/12/1997,54,Open ended,Employed,1220SE,1
14550,5/22/2017,,,Romania,G&A / Finance Office,5/22/2017,29,Open ended,Employed,1060SE,1
13829,7/3/2009,,,France,Engineering,7/3/2009,39,Open ended,Employed,1321SE,1
15070,3/28/2017,,,India,Customer Success,3/28/2017,27,Open ended,Employed,1500HK,1
14277,5/19/2014,12/31/2020,NRI October 2020,Australia,Engineering,5/19/2014,39,Open ended,Employed,1270SE,0
13997,9/1/2019,,,Singapore,Professional Services,3/25/2015,32,Open ended,Employed,1015SE,1
13940,1/2/2007,,,United States,G&A / Finance Office,1/2/2007,46,Open ended,Employed,1060SE,1
14790,2/1/2016,,,India,Professional Services,2/1/2016,31,Open ended,Employed,1015SE,1
14906,8/23/2016,,,Russia,Infrastructure Services,8/23/2016,28,Open ended,Employed,1180SE,1
15437,9/9/2019,,,United States,Global Markets AMERICAS,9/9/2019,46,Open ended,Employed,3020US,1
15325,4/1/2019,,,Hong Kong,Global Markets APAC,4/1/2019,46,Open ended,Employed,4300HK,1
14499,1/16/2019,,,Philippines,Infrastructure Services,1/16/2019,24,Open ended,Employed,1220SE,1
15457,9/30/2019,4/7/2020,,Russia,Customer Success,9/30/2019,27,Open ended,Left,1500GB,0
15419,10/1/2019,8/27/2020,,Hong Kong,Engineering,10/1/2019,26,VIE,Left,1327SE,0
15469,3/1/2020,,,Russia,Engineering,10/7/2019,19,Open ended,Employed,1322SE,1
15622,7/14/2020,,,Italy,Customer Success,7/14/2020,24,Open ended,Employed,1500GB,1
14571,10/2/2017,,,Romania,Engineering,10/2/2017,25,Open ended,Employed,1327SE,1
14628,10/1/2019,,,United States,Engineering,10/4/2018,27,VIE,Employed,1324SE,0
13630,1/5/2015,,,United Kingdom,Professional Services,1/5/2015,42,Open ended,Employed,1023GB,1
14589,6/22/2017,,,Romania,G&A / Finance Office,6/22/2017,26,Open ended,Employed,1060SE,1
14177,8/6/2012,5/5/2020,,Singapore,Global Markets APAC,8/6/2012,33,Open ended,Left,4330HK,0
15332,4/1/2019,3/31/2020,,Romania,G&A / Finance Office,4/1/2019,21,Intern,Left,1060SE,0
15423,7/15/2019,1/24/2020,,Russia,Engineering,7/15/2019,21,Intern,Left,1322SE,0
14659,1/18/2018,,,Romania,G&A / Finance Office,1/18/2018,32,Open ended,Employed,1060SE,1
15077,10/21/2015,4/29/2020,,United States,Global Markets AMERICAS,10/21/2015,28,Open ended,Left,3030US,0
15237,11/7/2018,,,France,Infrastructure Services,11/7/2018,34,Open ended,Employed,1220SE,1
15130,2/27/2017,7/31/2020,,India,Engineering,2/27/2017,26,Open ended,Left,1329SE,0
14799,7/24/2017,,,Russia,Engineering,7/24/2017,31,Open ended,Employed,1322SE,1
14717,7/16/2018,1/27/2020,,Romania,Engineering,7/16/2018,28,Open ended,Left,1321SE,0
15288,2/1/2019,1/19/2021,NRI October 2020,Sweden,Professional Services,2/1/2019,43,Open ended,Employed,1270SE,0
14748,10/5/2001,,,India,Engineering,10/5/2001,47,Open ended,Employed,1325SE,1
14758,3/12/2012,,,Russia,Engineering,3/12/2012,35,Open ended,Employed,1322SE,1
14762,2/1/2011,,,Russia,Engineering,2/1/2011,43,Open ended,Employed,1322SE,1
14777,9/20/2004,,,India,Engineering,9/20/2004,40,Open ended,Employed,1325SE,1
14780,7/2/2007,,,India,Engineering,7/2/2007,35,Open ended,Employed,1329SE,1
14783,9/2/2014,,,Russia,Engineering,9/2/2014,43,Open ended,Employed,1322SE,1
14795,8/8/2017,12/21/2020,,India,Engineering,8/8/2017,25,Open ended,Employed,1329SE,1
14805,5/15/2017,,,Russia,Engineering,5/15/2017,31,Open ended,Employed,1328SE,1
14806,7/12/2017,,,Russia,Engineering,7/12/2017,24,Open ended,Employed,1322SE,1
14810,8/25/2016,,,Russia,Engineering,8/25/2016,38,Open ended,Employed,1328SE,1
14813,7/18/2016,2/22/2020,,Hong Kong,Global Markets APAC,7/18/2016,34,Open ended,Left,1023HK,0
14827,1/11/2005,,,Russia,Engineering,1/11/2005,42,Open ended,Employed,1322SE,1
14873,7/13/2015,,,Russia,Engineering,7/13/2015,29,Open ended,Employed,1328SE,1
14918,7/1/2015,,,India,Engineering,7/1/2015,29,Open ended,Employed,1330SE,1
15088,6/5/1989,,,Sweden,Engineering,6/5/1989,51,Open ended,Employed,1322SE,1
14923,3/14/2016,7/30/2020,,Sweden,Customer Success,3/14/2016,30,Open ended,Left,1500GB,0
14938,7/1/2020,12/31/2020,,Sweden,G&A / Finance Office,8/16/2016,45,Fixed term,Employed,1060SE,1
14970,5/14/2018,,,Russia,Customer Success,5/14/2018,34,Open ended,Employed,1500GB,1
14988,8/23/2010,,,United States,Engineering,8/23/2010,35,Open ended,Employed,1325SE,1
14993,2/26/2010,,,Russia,Product Strategy,2/26/2010,33,Open ended,Employed,1166SE,1
15001,8/8/2000,,,Australia,Engineering,8/8/2000,46,Open ended,Employed,1328SE,1
15006,3/16/2015,,,Australia,Customer Success,3/16/2015,56,Open ended,Employed,1500HK,1
15014,12/18/2017,,,Russia,Engineering,12/18/2017,29,Open ended,Employed,1322SE,1
15652,9/14/2020,9/14/2020,,Romania,G&A / People Office,9/14/2020,27,Open ended,Left,1080SE,0
15100,4/17/2017,,,India,Engineering,4/17/2017,27,Open ended,Employed,1330SE,1
15106,10/27/2009,,,Russia,Product Strategy,10/27/2009,35,Open ended,Employed,1166SE,1
15138,6/26/2017,,,Russia,Customer Success,6/26/2017,37,Open ended,Employed,1500GB,1
14893,11/24/2014,,,Hong Kong,Global Markets APAC,11/24/2014,46,Open ended,Employed,1023HK,1
15029,2/26/2018,7/8/2020,,India,Infrastructure Services,2/26/2018,33,Open ended,Left,1180SE,0
15076,4/2/2018,,,India,Engineering,4/2/2018,29,Open ended,Employed,1329SE,1
15133,7/5/2017,,,India,Engineering,7/5/2017,25,Open ended,Employed,1325SE,1
14846,3/1/2016,4/18/2020,,Hong Kong,Engineering,3/1/2016,32,Open ended,Left,1328SE,0
15149,7/2/2018,,,Russia,Engineering,7/2/2018,22,Open ended,Employed,1322SE,1
14927,2/18/2013,,,Russia,Engineering,2/18/2013,31,Open ended,Employed,1328SE,1
14883,4/17/2017,7/13/2020,,Russia,Engineering,4/17/2017,33,Open ended,Left,1322SE,0
15072,7/4/2016,,,India,Engineering,7/4/2016,30,Open ended,Employed,1329SE,1
15086,1/31/2014,,,Russia,Product Strategy,1/31/2014,31,Open ended,Employed,1166SE,1
14841,8/18/2014,,,Russia,Product Strategy,8/18/2014,27,Open ended,Employed,1166SE,1
14755,7/16/2007,,,Russia,Engineering,7/16/2007,39,Open ended,Employed,1322SE,1
14849,7/6/2010,,,United States,Engineering,7/6/2010,44,Open ended,Employed,1325SE,1
15059,3/25/2003,,,Australia,Global Markets APAC,3/25/2003,45,Open ended,Employed,4300HK,1
14759,12/11/2009,,,Russia,Engineering,12/11/2009,31,Open ended,Employed,1322SE,1
14909,4/14/2009,,,Sweden,Global Markets EMEA,4/14/2009,62,Open ended,Employed,2300GB,1
15161,7/2/2018,,,India,Engineering,7/2/2018,25,Open ended,Employed,1329SE,1
15063,8/18/2015,,,United States,Engineering,8/18/2015,31,Open ended,Employed,1328SE,1
14951,5/18/2015,,,United States,Engineering,5/18/2015,28,Open ended,Employed,1325SE,1
14954,1/7/2008,9/11/2020,,Australia,Engineering,1/7/2008,49,Open ended,Left,1325SE,0
15398,8/3/2020,8/2/2021,,Romania,Engineering,8/3/2020,24,Intern,Employed,1321SE,0
14916,7/26/2010,,,United States,Engineering,7/26/2010,35,Open ended,Employed,1323SE,1
15003,6/14/2011,,,Russia,Engineering,6/14/2011,31,Open ended,Employed,1322SE,1
15054,6/4/2018,,,Russia,Engineering,6/4/2018,34,Open ended,Employed,1322SE,1
15110,6/16/2015,,,Russia,Engineering,6/16/2015,34,Open ended,Employed,1322SE,1
14887,4/17/2017,,,Russia,Engineering,4/17/2017,23,Open ended,Employed,1322SE,1
15151,7/3/2018,,,Russia,Customer Success,7/3/2018,39,Open ended,Employed,1500GB,1
14925,3/21/2006,,,Sweden,Engineering,11/1/2001,43,Open ended,Employed,1328SE,1
14844,1/29/2001,8/26/2020,,Hong Kong,Global Markets APAC,1/29/2001,52,Open ended,Left,4330HK,0
14955,8/1/2017,3/13/2020,,United States,Professional Services,8/1/2017,34,Open ended,Left,1023US,0
15033,7/29/2016,,,United States,Infrastructure Services,7/29/2016,39,Open ended,Employed,1180SE,1
14957,12/9/2013,,,Russia,G&A / Finance Office,12/9/2013,44,Open ended,Employed,1060SE,1
15674,11/23/2020,,,Hong Kong,Customer Success,11/23/2020,35,Open ended,Future hire,1500HK,0
14787,7/1/2007,,,Hong Kong,Customer Success,7/1/2007,36,Open ended,Employed,1500HK,1
15016,5/12/2014,,,United States,Global Markets AMERICAS,5/12/2014,28,Open ended,Employed,3030US,1
15179,7/30/2018,10/31/2020,October Leaver,India,Customer Success,7/30/2018,24,Open ended,Left,1500HK,0
15026,4/11/2011,,,France,Global Markets EMEA,4/11/2011,41,Open ended,Employed,2300GB,1
14868,4/18/2018,,,United States,Infrastructure Services,4/18/2018,55,Open ended,Employed,1220SE,1
15563,10/27/2020,,October joiner - intern to FTE,Romania,Customer Success,4/27/2020,25,Open ended,Employed,1500GB,1
15230,10/1/2018,,,United Kingdom,Marketing & Communications,10/1/2018,29,Open ended,Employed,1100SE,1
15128,1/25/2016,7/24/2020,,United States,Engineering,1/25/2016,26,Open ended,Left,1323SE,0
14961,2/23/2016,,,United States,Engineering,2/23/2016,29,Open ended,Employed,1323SE,1
14796,7/3/2017,2/27/2020,,India,Engineering,7/3/2017,26,Open ended,Left,1325SE,0
15032,4/13/2010,8/7/2020,,United States,Engineering,4/13/2010,33,Open ended,Left,1322SE,0
15158,7/2/2018,,,India,Engineering,7/2/2018,23,Open ended,Employed,1329SE,1
14990,4/16/2018,,,Sweden,Customer Success,4/16/2018,30,Open ended,Employed,1500GB,1
14880,4/2/2014,,,Russia,Engineering,4/2/2014,29,Open ended,Employed,1322SE,1
15163,7/2/2018,,,India,Engineering,7/2/2018,26,Open ended,Employed,1325SE,1
15157,7/2/2018,1/21/2021,,India,Engineering,7/2/2018,24,Open ended,Employed,1329SE,1
15099,4/10/2007,10/30/2020,October Leaver,Australia,Global Markets APAC,4/10/2007,38,Open ended,Left,4330HK,0
14962,9/3/2007,,,Sweden,Customer Success,9/3/2007,42,Open ended,Employed,1500GB,1
15042,4/16/2013,,,Russia,Engineering,4/16/2013,27,Open ended,Employed,1322SE,1
14929,8/15/2013,,,Russia,Engineering,8/15/2013,27,Open ended,Employed,1322SE,1
14891,2/23/2010,,,Sweden,Product Strategy,2/23/2010,41,Open ended,Employed,1166SE,1
14890,7/13/2017,,,United States,Customer Success,7/13/2017,33,Open ended,Employed,1500US,1
15208,9/18/2018,4/17/2020,,India,Engineering,9/18/2018,26,Open ended,Left,1329SE,0
14836,7/30/2012,,,Sweden,Engineering,8/30/2002,40,Open ended,Employed,1322SE,1
14816,3/14/2016,,,United States,Professional Services,6/1/2010,37,Open ended,Employed,1023US,1
15069,7/3/2017,,,India,Professional Services,7/3/2017,24,Open ended,Employed,1015SE,1
15119,7/1/2015,,,India,Engineering,7/1/2015,27,Open ended,Employed,1328SE,1
15190,9/10/2018,,,United States,Global Markets AMERICAS,9/10/2018,23,Open ended,Employed,3020US,1
14980,7/24/2017,5/15/2020,,Sweden,Infrastructure Services,7/24/2017,51,Open ended,Left,1220SE,0
15050,2/13/2018,,,India,Professional Services,2/13/2018,30,Open ended,Employed,1015SE,1
14812,11/9/2020,,,Russia,Customer Success,11/9/2020,27,Open ended,Future hire,1500GB,0
